parameters,simulationID,total,total_traced,total_not_traced,handled,handled_no_sla,dropped,avg_queue_time,avg_call_time,avg_drop_time,no_sla_ratio,drop_ratio
18-0.5-480-30-10-03-10-15-05,30,237,233,4,233,0,0,0.0,10.313304721030043,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,1,237,230,7,230,0,0,0.0,9.882608695652173,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,2,241,238,3,238,0,0,0.0,9.8109243697479,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,3,236,230,6,230,0,0,0.0,10.034782608695652,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,4,239,235,4,235,0,0,0.0,9.91063829787234,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,5,237,234,3,234,0,0,0.0,9.713675213675213,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,6,253,245,8,245,0,0,0.0,9.971428571428572,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,7,249,246,3,246,0,0,0.0,10.0,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,8,249,244,5,244,0,0,0.0,10.172131147540984,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,9,241,236,5,236,0,0,0.0,9.974576271186441,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,10,230,224,6,224,0,0,0.0,9.915178571428571,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,11,235,232,3,232,0,0,0.0,9.810344827586206,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,12,239,235,4,235,0,0,0.0,10.259574468085106,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,13,236,232,4,232,0,0,0.0,9.922413793103448,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,14,222,218,4,218,0,0,0.0,9.688073394495413,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,15,227,223,4,223,0,0,0.0,9.695067264573991,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,16,245,237,8,237,0,0,0.0,9.940928270042194,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,17,238,236,2,236,0,0,0.0,10.385593220338983,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,18,259,253,6,253,0,0,0.0,9.960474308300395,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,19,240,237,3,237,0,0,0.0,10.08860759493671,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,20,242,237,5,237,0,0,0.0,9.573839662447257,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,21,258,250,8,250,0,0,0.0,9.716,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,22,238,232,6,232,0,0,0.0,10.224137931034482,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,23,249,245,4,245,0,0,0.0,9.473469387755102,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,24,244,241,3,241,0,0,0.0,9.892116182572614,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,25,230,227,3,227,0,0,0.0,10.17180616740088,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,26,233,228,5,228,0,0,0.0,9.978070175438596,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,27,216,211,5,211,0,0,0.0,9.947867298578199,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,28,243,239,4,239,0,0,0.0,10.02928870292887,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,29,259,255,4,255,0,0,0.0,10.027450980392157,,0.0,0.0
21-0.5-480-30-10-03-10-15-05,30,236,231,5,231,0,0,0.0,10.402597402597403,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,1,233,228,5,228,0,0,0.0,10.100877192982455,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,2,223,218,5,218,0,0,0.0,10.174311926605505,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,3,248,245,3,245,0,0,0.0,9.885714285714286,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,4,246,238,8,238,0,0,0.0,9.731092436974789,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,5,242,238,4,238,0,0,0.0,9.865546218487395,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,6,233,228,5,228,0,0,0.0,10.114035087719298,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,7,234,229,5,229,0,0,0.0,10.235807860262009,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,8,234,228,6,228,0,0,0.0,10.232456140350877,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,9,241,236,5,236,0,0,0.0,10.09322033898305,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,10,241,235,6,235,0,0,0.0,9.914893617021276,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,11,232,228,4,228,0,0,0.0,9.859649122807017,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,12,258,254,4,254,0,0,0.0,10.003937007874017,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,13,246,239,7,239,0,0,0.0,10.087866108786612,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,14,250,243,7,243,0,0,0.0,9.905349794238683,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,15,240,237,3,237,0,0,0.0,9.940928270042194,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,16,234,227,7,227,0,0,0.0,10.026431718061675,,0.0,0.0
24-0.5-480-30-10-03-10-15-05,17,219,216,3,216,0,0,0.0,9.791666666666666,,0.0,0.0
